"","created_at","id","full_text","source","coordinates","retweet_count","favorite_count","lang","name","screen_name","location","url","description","followers_count","friends_count","listed_count","favourites_count","statuses_count"
"88","2023-04-03 14:50:57","1642751520138731520","""The IIS - Sangai Cup was an amazing opportunity to bring out the best talents from the North-east"" - Sushila Devi 

#CraftingVictories 🇮🇳 #SangaiCup #Manipur #Judo #Judoka https://t.co/l3GkhADkfG","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","list(long = NA, lat = NA, type = NA)","2","6","en","Inspire Institute of Sport","IIS_Vijayanagar","Vijaynagar, India","https://t.co/fGpXUSwYJe","The Inspire Institute of Sport is a cutting-edge sporting environment founded to breed India's next generation of Olympic champions. #CraftingVictories 🇮🇳","8508","80","22","585","3288"
"89","2023-04-03 14:08:58","1642740952044371968","#arenagrappling #comingsoon 

#JiuJitsu #grappling #wrestling #judo #combatsports #subscribe https://t.co/gdCP1DYJh9","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","list(long = NA, lat = NA, type = NA)","0","1","und","ARENA","ARENAgrappling","Pennsylvania, USA","https://t.co/BLfHWNjW3Z","ARENA is an all new take on submission grappling featuring our exclusive Endurance Format, our cage, in house production team and more.","7","47","0","19","35"
"90","2023-04-03 13:39:27","1642733525651673088","Les 🥇 masculins de ce dimanche :
-90 - @noelvhe 🇳🇱
#JudoAntalya 
-100 - Aaron Fara 🇦🇹
#Judo 
+100 - Jelle Snippe 🇳🇱
6/6
https://t.co/jJfBWXByM8","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","0","fr","Anthony DIAO","anthony_diao","","https://t.co/q0uLlChKmL","Journaliste trilingue @lespritdujudo @libe – Blogueur @JudoCanada – Rédacteur @VeloTerritoires – Admin. 2016-2022 @Clubpresselyon - Intervenant @iscpaLyon @ESCE","624","432","5","3021","7019"
"91","2023-04-03 13:39:27","1642733523164332032","Les 🥇 féminines de ce 02/04 :
-78 - @AudreyTcheumeo 🇫🇷
#JudoAntalya 
+78 - Kayra Sayit 🇹🇷
#Judo x @FabienEsv
5/6
https://t.co/c4CUDEydZm","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","1","1","fr","Anthony DIAO","anthony_diao","","https://t.co/q0uLlChKmL","Journaliste trilingue @lespritdujudo @libe – Blogueur @JudoCanada – Rédacteur @VeloTerritoires – Admin. 2016-2022 @Clubpresselyon - Intervenant @iscpaLyon @ESCE","624","432","5","3021","7019"
"92","2023-04-03 13:39:26","1642733520232562688","Six masculins 🇫🇷 engagés ce dimanche :
-90 - Max Laborde - 🇮🇹🇦🇪👍/🇧🇬👎/NC
-90 - Paul Livolsi - 🇹🇷👍/🇺🇦👎/NC
#JudoAntalya 
-100 - Kenny Liveze - 🇩🇿👍/🇩🇪👎/NC
-100 - Cédric Olivar - 🇩🇪👎/NC
#Judo 
+100 - Amadou Meite - 🇲🇪👍/🇳🇱👎/NC
+100 - Guerman Andreev - 🇩🇪👎/NC
4/6","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","0","ht","Anthony DIAO","anthony_diao","","https://t.co/q0uLlChKmL","Journaliste trilingue @lespritdujudo @libe – Blogueur @JudoCanada – Rédacteur @VeloTerritoires – Admin. 2016-2022 @Clubpresselyon - Intervenant @iscpaLyon @ESCE","624","432","5","3021","7019"
"93","2023-04-03 13:39:25","1642733516797427712","Trois féminines 🇫🇷 engagées ce 02/04 :
-78 - @AudreyTcheumeo - 🇨🇴🇩🇪🇵🇹🇯🇵👍/🥇
#JudoAntalya 
+78 - @romane_dicko - 🇩🇪🇧🇦👍/🇹🇷👎/🇺🇦🇨🇳👍/🥉
+78 - Coralie Hayme - 🇧🇷👍/🇹🇷👎/NC
#Judo 
3/6
https://t.co/9gp4yRcrm8","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","0","fr","Anthony DIAO","anthony_diao","","https://t.co/q0uLlChKmL","Journaliste trilingue @lespritdujudo @libe – Blogueur @JudoCanada – Rédacteur @VeloTerritoires – Admin. 2016-2022 @Clubpresselyon - Intervenant @iscpaLyon @ESCE","624","432","5","3021","7019"
"94","2023-04-03 13:00:01","1642723599537643520","Today's 24-hour deal is here!📣
93brand ""Construct"" Convertible Gear Bag
(Duffel/Backpack Hybrid)
For only $47 visit https://t.co/YZjay5gHvy now
Offer expires at 11pm ET / 8pm PT.

#judo #mma #bjj #gym #leglock #armbar #wrestling #heelhook #rashguard #nogi https://t.co/jR99ODFVfq","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","2","en","BJJHQ","BJJHQ","West Haverstraw, NY","https://t.co/eOtmsUGmbs","Jiu Jitsu Daily Deals | https://t.co/QjNGzgxwoS | 24-hour flash sales since 2009 | New product @ 11pm EST daily. 
 
Need help? cs@bjjhq.com 
Need more? https://t.co/0apkKjFHHx","14523","7882","93","92","6639"
"95","2023-04-03 12:16:27","1642712636696694784","ASHIHARA #KARATE vs. #JUDO In Manga https://t.co/7jztaAwHbH #ToshiyukiMuneta棟田利幸 #karatebakaichidaikaratemaster空手バカ一代","<a href=""https://revive.social/"" rel=""nofollow"">Revive Social App</a>","list(long = NA, lat = NA, type = NA)","0","0","in","Karate Arcadia","KarateArcadia","Japan, Tokyo","https://t.co/GugWgfg42x","OSU! A former KARATE learner from Japan. Hope you enjoy my KARATE - BUDO (Japanese Martial Arts) blog!/ Karate 1st dan; Okinawan Kobudo 2nd dan; Iaido 2nd dan","1332","1368","5","257","18852"
"96","2023-04-03 11:27:30","1642700319846182912","Camaraderie and competition at the forefront of the BC Winter .....Please follow to support..... https://t.co/SpLPAezAXr #Vernon #Sports #Karate #NorthOkanagan #Judo #bggames #WheelchairBasketball #Basketball #centralokanagan #BCWinterGames","<a href=""https://revive.social/"" rel=""nofollow"">Revive Social App</a>","list(long = NA, lat = NA, type = NA)","0","0","en","Akhand Bharat Tv","abt_live","India","https://t.co/6hGo3TuTEM","ABT LIVE covers breaking news, and the latest news in politics, sports, business & cinema. Follow us & stay ahead!
📧  contact@abtlive.com","742","10","3","149","89411"
"97","2023-04-03 11:23:31","1642699317638057984","Durante este fin de semana, Aspirantes a Oficial de la Selección de Judo de la Escuela de Carabineros participaron en el Campeonato de Judo Open Fujilolen, obteniendo medallas de plata y bronce. 
.
.
#Judo
#OpenFujilolen 
#DeporteEscar https://t.co/usvwsgoLT5","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","list(long = NA, lat = NA, type = NA)","2","14","es","EscuelaCarab","EscuelaCarab","Providencia, Chile","https://t.co/Thvjg9FjVH","Twitter Oficial de la Escuela de Carabineros de Chile del General Carlos Ibáñez del Campo Av. Antonio Varas 1842 (56-2) 2 9221203","2772","77","5","1904","1507"
"98","2023-04-03 11:12:55","1642696648966156288","3/15に #星槎道都大学 を卒業したタンディン君とキンレイ君の帰国までの日々を追ったドキュメンタリーが4/8(土)9:30-10:01にBSフジ『#JUDO』で放送されます。ぜひご視聴ください！
https://t.co/wchnoGgOhg

#星槎 #SEISA #世界こども財団 #FGC #ブータン #Bhutan #柔道 https://t.co/2dFC0nr0HC","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","3","ja","公益財団法人 世界こども財団(FGC)","fgc_seisa","神奈川県中郡大磯町国府本郷1805-2","https://t.co/eVMypWG5qb","公益財団法人 世界こども財団(FGC)の公式アカウントです。#世界中のこどもたち に、将来の夢と希望を！FGCの活動やミッション、#エリトリア、#ブータン から受け入れている留学生の様子などをお知らせします。お問合せ→https://t.co/P8RIHJccww","72","139","0","115","226"
"99","2023-04-03 11:11:44","1642696350268809216","Gran actuación de Yuta Galarreta 🇵🇪 en el Antalya Grand Slam 2023. El peruano quedó 7° en los -90 kg tras caer en la primera ronda del repechaje ante Roland Goz 🇭🇺

Antes había quedado 2° en el Pool C.

Es el mejor resultado del peruano a nivel del IJF World Tour 

#Judo 

📷: IG https://t.co/5Qoknuyx0t","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","list(long = NA, lat = NA, type = NA)","0","1","es","José Rivasplata","jose_rivasplata","Lima, Perú","https://t.co/0nGcNgntf2","Graduado en Periodismo Deportivo. Me gusta hablar de todos los deportes. Mi evento deportivo favorito: Juegos Olímpicos #ElDeporteEsSalud #ElDeporteNoPuedeParar","276","1833","4","303465","19086"
"100","2023-04-03 10:19:55","1642683308776775680","#柔術 #柔道 #格闘技 #JUDO #jiujitsu #MMA https://t.co/HsMDo8IAkc","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","list(long = NA, lat = NA, type = NA)","0","0","und","ふしたにじゅんじ","fushi_channel","山口県","https://t.co/OgCCpXNlVD","冒険魂","52","457","1","3064","345"
